"","gen","A1A1","A1A2","A2A2"
"876",876,142989.662003376,6926.45811785166,83.8798787726707
"877",877,142982.89973771,6933.05651863443,84.0437436552809
"878",878,142976.131190505,6939.66088472778,84.2079247669188
"879",879,142969.356356395,6946.2712208981,84.3724227064389
"880",880,142962.575230012,6952.88753191437,84.5372380737966
"881",881,142955.787805982,6959.50982254811,84.7023714700499
"882",882,142948.994078929,6966.13809757341,84.8678234973615
"883",883,142942.194043474,6972.77236176693,85.0335947590005
"884",884,142935.387694233,6979.41261990786,85.1996858593446
"885",885,142928.575025818,6986.05887677796,85.3660974038819
"886",886,142921.756032839,6992.71113716155,85.5328299992128
"887",887,142914.930709901,6999.36940584551,85.6998842530521
"888",888,142908.099051607,7006.03368761924,85.8672607742308
"889",889,142901.261052553,7012.70398727473,86.0349601726982
"890",890,142894.416707334,7019.38030960649,86.2029830595236
"891",891,142887.566010542,7026.06265941159,86.3713300468985
"892",892,142880.708956762,7032.75104148966,86.5400017481385
"893",893,142873.845540579,7039.44546064284,86.7089987776852
"894",894,142866.975756573,7046.14592167586,86.8783217511082
"895",895,142860.099599319,7052.85242939594,87.0479712851072
"896",896,142853.21706339,7059.5649886129,87.2179479975137
"897",897,142846.328143354,7066.28360413904,87.3882525072932
"898",898,142839.432833776,7073.00828078924,87.5588854345471
"899",899,142832.531129219,7079.73902338091,87.7298474005146
"900",900,142825.623024238,7086.47583673397,87.9011390275751
"901",901,142818.70851339,7093.21872567091,88.0727609392493
"902",902,142811.787591223,7099.96769501673,88.2447137602023
"903",903,142804.860252285,7106.72274959897,88.4169981162448
"904",904,142797.926491118,7113.48389424768,88.5896146343354
"905",905,142790.986302262,7120.25113379548,88.7625639425825
"906",906,142784.039680252,7127.02447307747,88.9358466702463
"907",907,142777.086619621,7133.8039169313,89.1094634477411
"908",908,142770.127114896,7140.58947019714,89.2834149066369
"909",909,142763.161160603,7147.38113771769,89.4577016796616
"910",910,142756.188751261,7154.17892433815,89.632324400703
"911",911,142749.209881389,7160.98283490625,89.8072837048109
"912",912,142742.2245455,7167.79287427225,89.982580228199
"913",913,142735.232738103,7174.60904728891,90.158214608247
"914",914,142728.234453705,7181.4313588115,90.3341874835026
"915",915,142721.229686809,7188.25981369782,90.5104994936835
"916",916,142714.218431912,7195.09441680818,90.6871512796796
"917",917,142707.200683511,7201.93517300537,90.8641434835547
"918",918,142700.176436097,7208.78208715474,91.0414767485491
"919",919,142693.145684157,7215.63516412409,91.219151719081
"920",920,142686.108422175,7222.49440878377,91.397169040749
"921",921,142679.064644633,7229.35982600661,91.5755293603339
"922",922,142672.014346006,7236.23142066794,91.7542333258012
"923",923,142664.957520768,7243.10919764562,91.9332815863023
"924",924,142657.894163388,7249.99316181996,92.1126747921776
"925",925,142650.824268331,7256.8833180738,92.2924135949577
"926",926,142643.74783006,7263.77967129248,92.4724986473661
"927",927,142636.664843033,7270.68222636381,92.6529306033207
"928",928,142629.575301704,7277.5909881781,92.8337101179365
"929",929,142622.479200524,7284.50596162817,93.0148378475271
"930",930,142615.376533941,7291.42715160929,93.1963144496071
"931",931,142608.267296398,7298.35456301926,93.3781405828943
"932",932,142601.151482334,7305.28820075833,93.5603169073114
"933",933,142594.029086187,7312.22806972925,93.7428440839883
"934",934,142586.900102387,7319.17417483726,93.9257227752644
"935",935,142579.764525365,7326.12652099006,94.1089536446904
"936",936,142572.622349545,7333.08511309783,94.2925373570303
"937",937,142565.473569348,7340.04995607325,94.476474578264
"938",938,142558.318179193,7347.02105483145,94.660765975589
"939",939,142551.156173493,7353.99841429004,94.8454122174227
"940",940,142543.987546658,7360.98203936911,95.0304139734042
"941",941,142536.812293094,7367.9719349912,95.2157719143971
"942",942,142529.630407206,7374.96810608135,95.4014867124906
"943",943,142522.441883392,7381.97055756703,95.5875590410028
"944",944,142515.246716047,7388.9792943782,95.773989574482
"945",945,142508.044899564,7395.99432144727,95.9607789887088
"946",946,142500.83642833,7403.01564370911,96.147927960699
"947",947,142493.62129673,7410.04326610105,96.3354371687049
"948",948,142486.399499145,7417.07719356289,96.523307292218
"949",949,142479.171029951,7424.11743103687,96.7115390119707
"950",950,142471.935883522,7431.16398346768,96.9001330099389
"951",951,142464.694054228,7438.21685580247,97.0890899693438
"952",952,142457.445536435,7445.27605299085,97.2784105746544
"953",953,142450.190324504,7452.34157998485,97.4680955115892
"954",954,142442.928412794,7459.41344173897,97.6581454671188
"955",955,142435.65979566,7466.49164321014,97.8485611294676
"956",956,142428.384467454,7473.57618935775,98.0393431881167
"957",957,142421.102422523,7480.6670851436,98.2304923338053
"958",958,142413.81365521,7487.76433553195,98.4220092585333
"959",959,142406.518159855,7494.8679454895,98.6138946555633
"960",960,142399.215930795,7501.97791998537,98.806149219423
"961",961,142391.906962363,7509.09426399111,98.9987736459072
"962",962,142384.591248887,7516.21698248072,99.1917686320799
"963",963,142377.268784693,7523.34608043061,99.3851348762769
"964",964,142369.939564102,7530.48156281963,99.5788730781075
"965",965,142362.603581433,7537.62343462903,99.772983938457
"966",966,142355.260830998,7544.77170084252,99.967468159489
"967",967,142347.911307109,7551.9263664462,100.162326444647
"968",968,142340.555004073,7559.08743642861,100.357559498658
"969",969,142333.191916192,7566.25491578067,100.553168027532
"970",970,142325.822037766,7573.42880949577,100.749152738568
"971",971,142318.44536309,7580.60912256966,100.945514340353
"972",972,142311.061886457,7587.79586000053,101.142253542766
"973",973,142303.671602154,7594.98902678897,101.339371056979
"974",974,142296.274504467,7602.18862793798,101.536867595461
"975",975,142288.870587675,7609.39466845296,101.734743871977
"976",976,142281.459846057,7616.6071533417,101.933000601596
"977",977,142274.042273885,7623.82608761442,102.131638500685
"978",978,142266.617865429,7631.05147628372,102.330658286919
"979",979,142259.186614956,7638.28332436459,102.53006067928
"980",980,142251.748516728,7645.52163687441,102.729846398059
"981",981,142244.303565002,7652.76641883298,102.930016164857
"982",982,142236.851754035,7660.01767526247,103.13057070259
"983",983,142229.393078077,7667.27541118743,103.331510735492
"984",984,142221.927531376,7674.5396316348,103.532836989112
"985",985,142214.455108176,7681.81034163392,103.734550190323
"986",986,142206.975802716,7689.08754621649,103.936651067318
"987",987,142199.489609234,7696.3712504166,104.139140349616
"988",988,142191.996521961,7703.66145927071,104.342018768066
"989",989,142184.496535128,7710.95817781765,104.545287054843
"990",990,142176.989642958,7718.26141109864,104.748945943457
"991",991,142169.475839674,7725.57116415725,104.95299616875
"992",992,142161.955119494,7732.88744203943,105.157438466903
"993",993,142154.427476631,7740.2102497935,105.362273575435
"994",994,142146.892905297,7747.53959247012,105.567502233205
"995",995,142139.351399697,7754.87547512233,105.773125180417
"996",996,142131.802954036,7762.21790280553,105.979143158621
"997",997,142124.247562512,7769.56688057746,106.185556910714
"998",998,142116.685219321,7776.92241349823,106.392367180945
"999",999,142109.115918655,7784.2845066303,106.599574714915
"1000",1000,142101.539654702,7791.65316503848,106.807180259579
"1001",1001,142093.956421647,7799.02839378991,107.015184563253
"1002",1002,142086.36621367,7806.41019795409,107.223588375607
"1003",1003,142078.769024949,7813.79858260287,107.43239244768
"1004",1004,142071.164849658,7821.19355281042,107.64159753187
"1005",1005,142063.553681965,7828.59511365326,107.851204381944
"1006",1006,142055.935516037,7836.00327021025,108.061213753039
"1007",1007,142048.310346036,7843.41802756257,108.271626401662
"1008",1008,142040.678166121,7850.83939079374,108.482443085695
"1009",1009,142033.038970446,7858.26736498961,108.693664564394
"1010",1010,142025.392753163,7865.70195523835,108.905291598397
"1011",1011,142017.73950842,7873.14316663045,109.11732494972
"1012",1012,142010.079230359,7880.59100425872,109.329765381764
"1013",1013,142002.411913122,7888.04547321832,109.542613659314
"1014",1014,141994.737550845,7895.50657860667,109.755870548546
"1015",1015,141987.056137659,7902.97432552356,109.969536817024
"1016",1016,141979.367667695,7910.44871907106,110.183613233704
"1017",1017,141971.672135078,7917.92976435355,110.398100568941
"1018",1018,141963.969533928,7925.41746647772,110.612999594483
"1019",1019,141956.259858364,7932.91183055258,110.828311083481
"1020",1020,141948.5431025,7940.41286168941,111.044035810488
"1021",1021,141940.819260447,7947.92056500182,111.260174551461
"1022",1022,141933.088326311,7955.43494560569,111.476728083764
"1023",1023,141925.350294195,7962.95600861921,111.693697186172
"1024",1024,141917.605158198,7970.48375916287,111.911082638871
"1025",1025,141909.852912417,7978.01820235942,112.12888522346
"1026",1026,141902.093550943,7985.55934333393,112.347105722958
"1027",1027,141894.327067864,7993.10718721372,112.565744921801
"1028",1028,141886.553457266,8000.66173912841,112.784803605848
"1029",1029,141878.772713228,8008.22300420991,113.004282562379
"1030",1030,141870.984829828,8015.79098759238,113.224182580106
"1031",1031,141863.189801139,8023.36569441227,113.444504449164
"1032",1032,141855.387621231,8030.9471298083,113.665248961125
"1033",1033,141847.57828417,8038.53529892144,113.88641690899
"1034",1034,141839.761784018,8046.13020689496,114.108009087199
"1035",1035,141831.938114834,8053.73185887436,114.330026291631
"1036",1036,141824.107270673,8061.34026000741,114.552469319605
"1037",1037,141816.269245586,8068.95541544415,114.775338969883
"1038",1038,141808.42403362,8076.57733033687,114.998636042676
"1039",1039,141800.57162882,8084.20600984009,115.222361339642
"1040",1040,141792.712025225,8091.84145911062,115.446515663888
"1041",1041,141784.845216873,8099.48368330747,115.671099819978
"1042",1042,141776.971197794,8107.13268759193,115.89611461393
"1043",1043,141769.089962019,8114.78847712753,116.121560853221
"1044",1044,141761.201503573,8122.45105708,116.34743934679
"1045",1045,141753.305816478,8130.12043261736,116.573750905037
"1046",1046,141745.40289475,8137.79660890983,116.80049633983
"1047",1047,141737.492732406,8145.47959112986,117.027676464506
"1048",1048,141729.575323454,8153.16938445214,117.255292093871
"1049",1049,141721.650661902,8160.86599405358,117.483344044206
"1050",1050,141713.718741753,8168.56942511331,117.711833133267
"1051",1051,141705.779557007,8176.27968281267,117.940760180289
"1052",1052,141697.833101659,8183.99677233525,118.170126005988
"1053",1053,141689.879369701,8191.72069886681,118.399931432564
"1054",1054,141681.918355121,8199.45146759536,118.630177283702
"1055",1055,141673.950051904,8207.18908371108,118.860864384576
"1056",1056,141665.974454032,8214.93355240639,119.091993561852
"1057",1057,141657.99155548,8222.68487887588,119.323565643689
"1058",1058,141650.001350224,8230.44306831637,119.555581459742
"1059",1059,141642.003832232,8238.20812592685,119.788041841165
"1060",1060,141633.998995471,8245.98005690853,120.020947620612
"1061",1061,141625.986833903,8253.75886646478,120.254299632244
"1062",1062,141617.967341487,8261.54455980118,120.488098711726
"1063",1063,141609.940512178,8269.33714212548,120.722345696232
"1064",1064,141601.906339928,8277.13661864763,120.957041424447
"1065",1065,141593.864818684,8284.94299457975,121.192186736573
"1066",1066,141585.81594239,8292.75627513612,121.427782474326
"1067",1067,141577.759704986,8300.57646553322,121.663829480941
"1068",1068,141569.696100409,8308.40357098968,121.900328601176
"1069",1069,141561.625122592,8316.23759672631,122.137280681314
"1070",1070,141553.546765465,8324.07854796606,122.374686569164
"1071",1071,141545.461022952,8331.92642993408,122.612547114064
"1072",1072,141537.367888975,8339.78124785765,122.850863166884
"1073",1073,141529.267357454,8347.6430069662,123.089635580032
"1074",1074,141521.159422301,8355.51171249132,123.328865207449
"1075",1075,141513.044077429,8363.38736966677,123.568552904619
"1076",1076,141504.921316743,8371.26998372842,123.808699528567
"1077",1077,141496.791134148,8379.1595599143,124.049305937863
"1078",1078,141488.653523543,8387.05610346459,124.290372992627
"1079",1079,141480.508478824,8394.95961962158,124.531901554526
"1080",1080,141472.355993884,8402.87011362971,124.773892486784
"1081",1081,141464.19606261,8410.78759073555,125.016346654177
"1082",1082,141456.028678889,8418.7120561878,125.259264923042
"1083",1083,141447.853836601,8426.64351523726,125.502648161276
"1084",1084,141439.671529625,8434.58197313689,125.746497238338
"1085",1085,141431.481751833,8442.52743514173,125.990813025257
"1086",1086,141423.284497096,8450.47990650895,126.235596394626
"1087",1087,141415.079759282,8458.43939249784,126.480848220615
"1088",1088,141406.867532251,8466.40589836978,126.726569378963
"1089",1089,141398.647809865,8474.37942938827,126.972760746989
"1090",1090,141390.420585978,8482.35999081889,127.219423203592
"1091",1091,141382.185854441,8490.34758792935,127.46655762925
"1092",1092,141373.943609105,8498.34222598943,127.714164906028
"1093",1093,141365.693843811,8506.343910271,127.96224591758
"1094",1094,141357.436552403,8514.35264604804,128.210801549147
"1095",1095,141349.171728716,8522.36843859659,128.459832687566
"1096",1096,141340.899366584,8530.39129319479,128.709340221266
"1097",1097,141332.619459837,8538.42121512286,128.959325040278
"1098",1098,141324.332002301,8546.45820966307,129.209788036232
"1099",1099,141316.036987798,8554.50228209979,129.460730102361
"1100",1100,141307.734410147,8562.55343771943,129.712152133507
"1101",1101,141299.424263163,8570.61168181051,129.964055026119
"1102",1102,141291.106540658,8578.67701966356,130.216439678258
"1103",1103,141282.781236439,8586.7494565712,130.4693069896
"1104",1104,141274.44834431,8594.8289978281,130.722657861438
"1105",1105,141266.107858072,8602.91564873097,130.976493196685
"1106",1106,141257.759771522,8611.00941457858,131.230813899878
"1107",1107,141249.404078451,8619.11030067174,131.485620877177
"1108",1108,141241.04077265,8627.2183123133,131.740915036372
"1109",1109,141232.669847905,8635.33345480816,131.996697286883
"1110",1110,141224.291297997,8643.45573346323,132.252968539765
"1111",1111,141215.905116705,8651.58515358748,132.509729707707
"1112",1112,141207.511297803,8659.72172049187,132.76698170504
"1113",1113,141199.109835063,8667.86543948943,133.024725447735
"1114",1114,141190.700722251,8676.01631589517,133.282961853408
"1115",1115,141182.283953133,8684.17435502614,133.541691841323
"1116",1116,141173.859521466,8692.3395622014,133.800916332394
"1117",1117,141165.427421009,8700.511942742,134.060636249188
"1118",1118,141156.987645513,8708.69150197103,134.320852515928
"1119",1119,141148.540188728,8716.87824521356,134.581566058494
"1120",1120,141140.085044399,8725.07217779666,134.842777804431
"1121",1121,141131.622206268,8733.2733050494,135.104488682943
"1122",1122,141123.151668072,8741.48163230284,135.366699624906
"1123",1123,141114.673423547,8749.69716489004,135.629411562862
"1124",1124,141106.187466423,8757.91990814602,135.892625431028
"1125",1125,141097.693790427,8766.1498674078,136.156342165295
"1126",1126,141089.192389282,8774.38704801438,136.420562703233
"1127",1127,141080.683256709,8782.63145530671,136.685287984092
"1128",1128,141072.166386423,8790.88309462775,136.950518948806
"1129",1129,141063.641772138,8799.14197132238,137.216256539996
"1130",1130,141055.109407561,8807.40809073748,137.482501701973
"1131",1131,141046.569286397,8815.68145822186,137.74925538074
"1132",1132,141038.02140235,8823.96207912631,138.016518523993
"1133",1133,141029.465749115,8832.24995880356,138.28429208113
"1134",1134,141020.902320388,8840.54510260829,138.552577003246
"1135",1135,141012.33110986,8848.84751589711,138.821374243141
"1136",1136,141003.752111216,8857.15720402859,139.090684755323
"1137",1137,140995.165318141,8865.47417236324,139.360509496008
"1138",1138,140986.570724313,8873.79842626347,139.630849423123
"1139",1139,140977.96832341,8882.12997109366,139.901705496312
"1140",1140,140969.358109103,8890.46881222009,140.173078676936
"1141",1141,140960.740075061,8898.81495501096,140.444969928079
"1142",1142,140952.114214949,8907.16840483639,140.717380214545
"1143",1143,140943.480522429,8915.52916706843,140.990310502867
"1144",1144,140934.838991158,8923.89724708103,141.263761761307
"1145",1145,140926.18961479,8932.27265025003,141.53773495986
"1146",1146,140917.532386977,8940.65538195318,141.812231070255
"1147",1147,140908.867301364,8949.04544757015,142.087251065961
"1148",1148,140900.194351595,8957.44285248248,142.362795922185
"1149",1149,140891.513531311,8965.8476020736,142.638866615881
"1150",1150,140882.824834145,8974.25970172884,142.91546412575
"1151",1151,140874.128253732,8982.6791568354,143.192589432239
"1152",1152,140865.4237837,8991.10597278237,143.470243517553
"1153",1153,140856.711417674,8999.5401549607,143.748427365648
"1154",1154,140847.991149275,9007.98170876322,144.027141962242
"1155",1155,140839.262972121,9016.43063958462,144.306388294813
"1156",1156,140830.526879826,9024.88695282146,144.586167352603
"1157",1157,140821.782866001,9033.35065387216,144.866480126623
"1158",1158,140813.030924253,9041.82174813698,145.147327609652
"1159",1159,140804.271048186,9050.30024101803,145.428710796246
"1160",1160,140795.503231398,9058.7861379193,145.710630682732
"1161",1161,140786.727467486,9067.27944424657,145.993088267222
"1162",1162,140777.943750043,9075.7801654075,146.276084549607
"1163",1163,140769.152072657,9084.28830681157,146.559620531562
"1164",1164,140760.352428913,9092.80387387007,146.843697216553
"1165",1165,140751.544812394,9101.32687199616,147.128315609836
"1166",1166,140742.729216677,9109.85730660476,147.41347671846
"1167",1167,140733.905635336,9118.39518311268,147.699181551272
"1168",1168,140725.074061943,9126.94050693847,147.98543111892
"1169",1169,140716.234490064,9135.49328350255,148.272226433854
"1170",1170,140707.386913263,9144.0535182271,148.55956851033
"1171",1171,140698.531325099,9152.62121653613,148.847458364413
"1172",1172,140689.667719131,9161.19638385543,149.135897013981
"1173",1173,140680.796088909,9169.77902561259,149.424885478726
"1174",1174,140671.916427983,9178.36914723699,149.714424780158
"1175",1175,140663.028729899,9186.96675415977,150.00451594161
"1176",1176,140654.132988198,9195.57185181388,150.295159988237
"1177",1177,140645.229196419,9204.18444563403,150.586357947022
"1178",1178,140636.317348097,9212.80454105671,150.878110846778
"1179",1179,140627.397436762,9221.43214352016,151.170419718152
"1180",1180,140618.469455942,9230.06725846439,151.463285593627
"1181",1181,140609.533399161,9238.70989133117,151.756709507525
"1182",1182,140600.58925994,9247.36004756404,152.05069249601
"1183",1183,140591.637031795,9256.01773260824,152.345235597092
"1184",1184,140582.676708239,9264.68295191081,152.640339850629
"1185",1185,140573.708282781,9273.3557109205,152.936006298333
"1186",1186,140564.731748928,9282.03601508779,153.232235983767
"1187",1187,140555.747100183,9290.72386986492,153.529029952354
"1188",1188,140546.754330043,9299.41928070583,153.826389251377
"1189",1189,140537.753432004,9308.12225306619,154.124314929983
"1190",1190,140528.744399557,9316.8327924034,154.422808039187
"1191",1191,140519.727226192,9325.55090417655,154.721869631872
"1192",1192,140510.701905391,9334.27659384647,155.021500762796
"1193",1193,140501.668430636,9343.00986687566,155.321702488592
"1194",1194,140492.626795404,9351.75072872836,155.622475867773
"1195",1195,140483.576993169,9360.49918487045,155.923821960735
"1196",1196,140474.519017401,9369.25524076956,156.225741829759
"1197",1197,140465.452861566,9378.01890189498,156.528236539014
"1198",1198,140456.378519128,9386.79017371766,156.831307154561
"1199",1199,140447.295983545,9395.56906171028,157.134954744358
"1200",1200,140438.205248275,9404.35557134714,157.439180378258
"1201",1201,140429.106306768,9413.14970810423,157.743985128018
"1202",1202,140419.999152473,9421.95147745922,158.049370067298
"1203",1203,140410.883778837,9430.7608848914,158.355336271665
"1204",1204,140401.7601793,9439.57793588176,158.661884818598
"1205",1205,140392.6283473,9448.40263591291,158.969016787488
"1206",1206,140383.488276271,9457.2349904691,159.276733259646
"1207",1207,140374.339959645,9466.07500503623,159.585035318299
"1208",1208,140365.18339085,9474.92268510185,159.893924048601
"1209",1209,140356.018563307,9483.77803615513,160.20340053763
"1210",1210,140346.845470439,9492.64106368685,160.513465874396
"1211",1211,140337.664105661,9501.51177318942,160.82412114984
"1212",1212,140328.474462386,9510.39017015689,161.135367456839
"1213",1213,140319.276534025,9519.27626008489,161.447205890209
"1214",1214,140310.070313983,9528.17004847067,161.759637546711
"1215",1215,140300.855795662,9537.07154081309,162.072663525049
"1216",1216,140291.632972462,9545.9807426126,162.386284925876
"1217",1217,140282.401837777,9554.89765937122,162.700502851799
"1218",1218,140273.162385,9563.82229659261,163.015318407377
"1219",1219,140263.914607519,9572.75465978196,163.33073269913
"1220",1220,140254.658498718,9581.69475444607,163.646746835539
"1221",1221,140245.39405198,9590.6425860933,163.963361927051
"1222",1222,140236.12126068,9599.59816023358,164.280579086078
"1223",1223,140226.840118195,9608.56148237841,164.598399427006
"1224",1224,140217.550617893,9617.53255804084,164.916824066195
"1225",1225,140208.252753143,9626.51139273547,165.235854121983
"1226",1226,140198.946517307,9635.49799197847,165.55549071469
"1227",1227,140189.631903746,9644.49236128752,165.875734966617
"1228",1228,140180.308905816,9653.49450618187,166.196588002056
"1229",1229,140170.97751687,9662.50443218229,166.518050947289
"1230",1230,140161.637730258,9671.52214481107,166.840124930592
"1231",1231,140152.289539326,9680.54764959204,167.162811082238
"1232",1232,140142.932937415,9689.58095205054,167.486110534502
"1233",1233,140133.567917865,9698.62205771341,167.81002442166
"1234",1234,140124.194474011,9707.67097210904,168.134553879999
"1235",1235,140114.812599185,9716.72770076726,168.459700047815
"1236",1236,140105.422286715,9725.79224921947,168.785464065417
"1237",1237,140096.023529926,9734.8646229985,169.111847075131
"1238",1238,140086.61632214,9743.9448276387,169.438850221307
"1239",1239,140077.200656674,9753.03286867591,169.766474650314
"1240",1240,140067.776526842,9762.12875164742,170.094721510551
"1241",1241,140058.343925956,9771.23248209201,170.423591952447
"1242",1242,140048.902847322,9780.34406554993,170.753087128464
"1243",1243,140039.453284244,9789.46350756288,171.083208193101
"1244",1244,140029.995230023,9798.59081367403,171.413956302899
"1245",1245,140020.528677956,9807.725989428,171.745332616441
"1246",1246,140011.053621335,9816.86904037083,172.077338294357
"1247",1247,140001.570053451,9826.01997205004,172.40997449933
"1248",1248,139992.077967589,9835.17879001456,172.743242396093
"1249",1249,139982.577357034,9844.34549981476,173.07714315144
"1250",1250,139973.068215063,9853.52010700244,173.411677934221
"1251",1251,139963.550534954,9862.70261713081,173.746847915355
"1252",1252,139954.024309978,9871.8930357545,174.082654267824
"1253",1253,139944.489533404,9881.09136842954,174.419098166684
"1254",1254,139934.946198498,9890.29762071338,174.756180789061
"1255",1255,139925.394298521,9899.51179816485,175.093903314162
"1256",1256,139915.833826733,9908.7339063442,175.432266923274
"1257",1257,139906.264776387,9917.96395081304,175.771272799767
"1258",1258,139896.687140737,9927.20193713437,176.110922129099
"1259",1259,139887.100913029,9936.44787087258,176.451216098819
"1260",1260,139877.506086508,9945.70175759342,176.792155898571
"1261",1261,139867.902654416,9954.96360286399,177.133742720096
"1262",1262,139858.29060999,9964.23341225279,177.475977757237
"1263",1263,139848.669946464,9973.51119132965,177.818862205941
"1264",1264,139839.04065707,9982.79694566574,178.162397264263
"1265",1265,139829.402735034,9992.09068083359,178.50658413237
"1266",1266,139819.75617358,10001.3924024071,178.851424012544
"1267",1267,139810.100965929,10010.7021159614,179.196918109185
"1268",1268,139800.437105298,10020.0198270731,179.543067628814
"1269",1269,139790.7645849,10029.3455413199,179.889873780079
"1270",1270,139781.083397945,10038.6792642811,180.237337773757
"1271",1271,139771.39353764,10048.0210015372,180.585460822754
"1272",1272,139761.694997188,10057.3707586699,180.934244142115
"1273",1273,139751.987769789,10066.7285412622,181.283688949022
"1274",1274,139742.271848639,10076.0943548987,181.633796462802
"1275",1275,139732.54722693,10085.4682051648,181.984567904926
"1276",1276,139722.813897853,10094.8500976476,182.336004499015
"1277",1277,139713.071854594,10104.2400379353,182.688107470843
"1278",1278,139703.321090334,10113.6380316174,183.040878048342
"1279",1279,139693.561598254,10123.0440842845,183.394317461602
"1280",1280,139683.793371528,10132.4582015288,183.748426942878
"1281",1281,139674.01640333,10141.8803889436,184.103207726591
"1282",1282,139664.230686827,10151.3106521232,184.458661049333
"1283",1283,139654.436215187,10160.7489966635,184.814788149871
"1284",1284,139644.632981569,10170.1954281614,185.171590269149
"1285",1285,139634.820979134,10179.6499522153,185.529068650292
"1286",1286,139625.000201037,10189.1125744244,185.88722453861
"1287",1287,139615.170640429,10198.5833003896,186.2460591816
"1288",1288,139605.332290458,10208.0621357127,186.605573828953
"1289",1289,139595.485144271,10217.5490859967,186.965769732553
"1290",1290,139585.629195008,10227.0441568459,187.326648146486
"1291",1291,139575.764435807,10236.5473538659,187.688210327037
"1292",1292,139565.890859804,10246.0586826633,188.050457532698
"1293",1293,139556.00846013,10255.5781488459,188.413391024173
"1294",1294,139546.117229913,10265.1057580228,188.777012064376
"1295",1295,139536.217162277,10274.6415158042,189.141321918439
"1296",1296,139526.308250345,10284.1854278014,189.506321853715
"1297",1297,139516.390487233,10293.737499627,189.87201313978
"1298",1298,139506.463866057,10303.2977368946,190.238397048438
"1299",1299,139496.528379927,10312.8661452191,190.605474853723
"1300",1300,139486.584021952,10322.4427302165,190.973247831905
"1301",1301,139476.630785235,10332.0274975038,191.341717261491
"1302",1302,139466.668662877,10341.6204526993,191.710884423232
"1303",1303,139456.697647978,10351.2216014223,192.080750600123
"1304",1304,139446.717733629,10360.8309492933,192.451317077409
"1305",1305,139436.728912924,10370.4485019339,192.822585142585
"1306",1306,139426.731178948,10380.0742649667,193.194556085407
"1307",1307,139416.724524786,10389.7082440156,193.567231197888
"1308",1308,139406.70894352,10399.3504447054,193.940611774305
"1309",1309,139396.684428227,10409.0008726621,194.314699111202
"1310",1310,139386.65097198,10418.6595335127,194.689494507397
"1311",1311,139376.608567851,10428.3264328853,195.064999263978
"1312",1312,139366.557208907,10438.0015764091,195.441214684315
"1313",1313,139356.496888212,10447.6849697144,195.818142074059
"1314",1314,139346.427598826,10457.3766184324,196.195782741145
"1315",1315,139336.349333809,10467.0765281955,196.5741379958
"1316",1316,139326.262086212,10476.784704637,196.953209150542
"1317",1317,139316.165849088,10486.5011533914,197.332997520186
"1318",1318,139306.060615484,10496.2258800942,197.713504421849
"1319",1319,139295.946378443,10505.9588903818,198.09473117495
"1320",1320,139285.823131007,10515.7001898916,198.476679101217
"1321",1321,139275.690866213,10525.4497842623,198.859349524689
"1322",1322,139265.549577095,10535.2076791332,199.24274377172
"1323",1323,139255.399256684,10544.9738801449,199.626863170984
"1324",1324,139245.239898008,10554.7483929389,200.011709053476
"1325",1325,139235.07149409,10564.5312231577,200.397282752519
"1326",1326,139224.894037952,10574.3223764446,200.783585603766
"1327",1327,139214.707522611,10584.1218584442,201.170618945203
"1328",1328,139204.511941081,10593.9296748017,201.558384117153
"1329",1329,139194.307286374,10603.7458311636,201.946882462281
"1330",1330,139184.093551497,10613.5703331772,202.336115325599
"1331",1331,139173.870729455,10623.4031864906,202.726084054465
"1332",1332,139163.638813248,10633.2443967531,203.11678999859
"1333",1333,139153.397795875,10643.0939696147,203.508234510044
"1334",1334,139143.14767033,10652.9519107266,203.900418943254
"1335",1335,139132.888429604,10662.8182257406,204.293344655012
"1336",1336,139122.620066686,10672.6929203097,204.687013004479
"1337",1337,139112.342574559,10682.5760000875,205.081425353186
"1338",1338,139102.055946206,10692.4674707288,205.476583065038
"1339",1339,139091.760174605,10702.3673378891,205.872487506323
"1340",1340,139081.455252729,10712.2756072249,206.269140045709
"1341",1341,139071.141173552,10722.1922843935,206.666542054251
"1342",1342,139060.817930042,10732.117375053,207.064694905395
"1343",1343,139050.485515162,10742.0508848626,207.463599974981
"1344",1344,139040.143921877,10751.9928194822,207.863258641247
"1345",1345,139029.793143143,10761.9431845725,208.263672284834
"1346",1346,139019.433171916,10771.9019857952,208.664842288788
"1347",1347,139009.064001149,10781.8692288127,209.066770038565
"1348",1348,138998.68562379,10791.8449192882,209.469456922033
"1349",1349,138988.298032785,10801.8290628859,209.87290432948
"1350",1350,138977.901221076,10811.8216652708,210.277113653613
"1351",1351,138967.495181602,10821.8227321085,210.682086289564
"1352",1352,138957.0799073,10831.8322690655,211.087823634897
"1353",1353,138946.655391101,10841.8502818093,211.494327089605
"1354",1354,138936.221625936,10851.8767760079,211.901598056119
"1355",1355,138925.77860473,10861.9117573303,212.309637939312
"1356",1356,138915.326320407,10871.955231446,212.718448146499
"1357",1357,138904.864765887,10882.0072040256,213.128030087445
"1358",1358,138894.393934085,10892.0676807403,213.538385174366
"1359",1359,138883.913817916,10902.136667262,213.949514821936
"1360",1360,138873.424410289,10912.2141692634,214.361420447286
"1361",1361,138862.925704112,10922.3001924181,214.774103470015
"1362",1362,138852.417692288,10932.3947424001,215.187565312186
"1363",1363,138841.900367717,10942.4978248843,215.601807398335
